Unnamed: 0,movie_title,imdb_id,item_id,year
50896,Sam Kinison: Family Entertainment Hour,249934,171639,(1991)
38690,Hum Saath Saath Hain,216817,146360,(1999)
40901,Destiny,36757,151080,(1944)
51960,Destiny,875595,173773,(2006)
68296,Destiny,118917,206565,(1997)
79206,Destiny,76778,228407,(1977)
80072,Destiny,9434968,230139,(2019)
24295,Chronicle of a Disappearance,115895,112621,(1996)
52956,Muthu,140399,175773,(1995)
57155,Jeans,151121,184181,(1998)
24284,Duplicate,164550,112594,(1998)
55185,Avvai Shanmugi,139872,180233,(1996)
69018,Phir Bhi Dil Hai Hindustani,222270,208018,(2000)
26368,Bill Hicks: Relentless,148668,118890,(1992)
80950,Gumrah,107060,231895,(1993)
38708,Fiza,248012,146396,(2000)
37553,The Other,196355,144035,(1999)
37554,The Other,499540,144037,(2007)
46884,Yodha,290937,163488,(1992)
75526,The Emigrant,110545,221048,(1994)
38697,Hello Brother,233856,146374,(1999)
79515,Hello Brother,282554,229025,(1994)
64807,One Last Shot,380601,199500,(1998)
34500,Nightmare in Columbia County,102537,137692,(1991)
7326,Mean Girls,377092,7451,(2004)
5891,Catch Me If You Can,264464,5989,(2002)
47293,Catch Me If You Can,97029,164314,(1989)
6090,Old School,302886,6188,(2003)
7958,Anchorman: The Legend of Ron Burgundy,357413,8641,(2004)
15619,Inception,1375666,79132,(2010)
17072,Insidious,1591095,85788,(2010)
10243,War of the Worlds,407304,34048,(2005)
13314,War of the Worlds,449040,64997,(2005)
12787,Wanted,493464,60072,(2008)
14316,Wanted,1084972,71460,(2009)
41048,Wanted,62047,151420,(1967)
5698,Casino Royale,61452,5796,(1967)
11478,Casino Royale,381061,49272,(2006)
12173,Michael Clayton,465538,55276,(2007)
5368,Road to Perdition,257044,5464,(2002)
7036,Big Fish,319061,7147,(2003)
7333,Troy,332452,7458,(2004)
14663,Sherlock Holmes,988045,73017,(2009)
18043,Sherlock Holmes,1522835,89780,(2010)
35566,Sherlock Holmes,13597,139873,(1922)
39767,Sherlock Holmes,7338,148638,(1916)
59518,Sherlock Holmes,23460,188911,(1932)
6831,Love Actually,314331,6942,(2003)
12795,Get Smart,425061,60126,(2008)
13147,Quantum of Solace,830515,63113,(2008)
6225,Identity,309698,6323,(2003)
12296,I Am Legend,480249,56174,(2007)
15620,Grown Ups,1375670,79134,(2010)
67265,The Fighter,44614,204428,(1952)
13941,Public Enemies,1152836,69640,(2009)
40376,Public Enemies,2148433,149936,(2012)
40377,Public Enemies,114202,149938,(1996)
4879,Not Another Teen Movie,277371,4974,(2001)
4146,Blow,221027,4239,(2001)
12788,Hancock,448157,60074,(2008)
7049,Monster,340855,7160,(2003)
27842,Monster,1148277,122774,(2008)
49647,Monster,3589450,169110,(2014)
58715,Monster,466566,187303,(2005)
61520,Monster,2850272,192921,(2018)
7038,Something's Gotta Give,337741,7149,(2003)
14268,Cloudy with a Chance of Meatballs,844471,71264,(2009)
1899,Halloween,77651,1982,(1978)
12097,Halloween,373883,54785,(2007)
29354,Halloween,150814,126034,(1931)
62062,Halloween,1502407,194004,(2018)
5687,Jackass: The Movie,322802,5785,(2002)
12505,Semi-Pro,839980,58156,(2008)
11511,Blood Diamond,450259,49530,(2006)
10400,Just Like Heaven,425123,36525,(2005)
13373,Ip Man,1220719,65514,(2008)
12591,21,478087,58803,(2008)
74101,21,3822576,218197,con 40
1891,Friday the 13th,80761,1974,(1980)
13546,Friday the 13th,758746,66783,(2009)
16046,Let Me In,1228987,80831,(2010)
9890,Miss Congeniality 2: Armed and Fabulous,385307,32296,(2005)
10999,Scary Movie 4,362120,44972,(2006)
16455,How Do You Know,1341188,82499,(2010)
11850,Mr. Bean's Holiday,453451,52694,(2007)
63257,The Interpreter,7368554,196397,(2018)
5013,John Q,251160,5108,(2002)
14842,3 Idiots,1187043,73881,(2009)
46949,The One,1681371,163625,(2011)
51288,The One,4196010,172423,(2015)
6115,Tears of the Sun,314353,6213,(2003)
16215,Due Date,1231583,81537,(2010)
11537,We Are Marshall,758794,49793,(2006)
14839,Blood and Bone,346631,73874,(2009)
6506,Freddy vs. Jason,329101,6615,(2003)
12411,Cleaner,896798,57401,(2007)
11186,Monster House,385880,46948,(2006)
12161,Good Luck Chuck,452625,55245,(2007)
12522,"10,000 BC",443649,58293,(2008)
14955,Cop Out,1385867,74532,(2010)
69170,The Cave,7178226,208323,(2019)
7214,Starsky & Hutch,335438,7325,(2004)
7328,New York Minute,363282,7453,(2004)
10713,Rumor Has It...,398375,42007,(2005)
5572,Comedian,328962,5670,(2002)
11628,Catch and Release,395495,50792,(2006)
6667,Lagaan: Once Upon a Time in India,282674,6776,(2001)
55943,Lagaan: Once Upon a Time in India,169102,181751,(2001)
10489,No Direction Home: Bob Dylan,367555,38304,(2005)
10984,Friends with Money,436331,44864,(2006)
15714,Ip Man 2,1386932,79553,(2010)
11996,Death at a Funeral,795368,53956,(2007)
15211,Death at a Funeral,1321509,77191,(2010)
15859,Jackass 2.5,1117523,80139,(2007)
11763,Premonition,477071,51925,(2007)
33659,Premonition,419280,135991,(2004)
44998,Premonition,69118,159662,(1972)
80478,Premonition,385961,230951,(2005)
7764,Soul Plane,367085,8363,(2004)
27790,The Contractor,2274172,122669,(2013)
80949,The Contractor,6060190,231893,(2018)
17168,Louis C.K.: Hilarious,1421373,86345,(2010)
11483,Deck the Halls,790604,49282,(2006)
36119,Deck the Halls,1942839,140992,(2011)
17540,Takers,1135084,87785,(2010)
14639,Did You Hear About the Morgans?,1314228,72919,(2009)
5384,Stuart Little 2,243585,5480,(2002)
5717,Half Past Dead,297162,5815,(2002)
8295,Christmas with the Kranks,388419,8978,(2004)
17724,Alpha and Omega,1213012,88468,(2010)
13370,Open Season 2,1107365,65435,(2008)
72018,Naruto Shippuden the Movie,988982,214028,(2007)
19223,Gifted Hands: The Ben Carson Story,1295085,94752,(2009)
5958,Chaos,265116,6056,(2001)
11231,Chaos,402910,47254,(2005)
13619,Chaos,405977,67459,(2005)
11133,Waist Deep,456020,46430,(2006)
11665,Trailer Park Boys: The Movie,425601,51063,(2006)
77301,Tito,7476866,224597,(2019)
26477,Katt Williams: The Pimp Chronicles Pt. 1,865482,119171,(2006)
20707,Udaan,1639426,100336,(2010)
12293,Om Shanti Om,1024943,56167,(2007)
14957,Trailer Park Boys: Countdown to Liquor Day,1337032,74541,(2009)
9463,Kal Ho Naa Ho,347304,27729,(2003)
14365,Jab We Met,1093370,71688,(2007)
23556,From Within,1063056,110070,(2008)
12651,Black Friday,32258,59154,(1940)
32547,Black Friday,400234,133699,(2004)
76296,Black Friday,11242292,222587,(2020)
81490,Black Friday,1048146,232975,(2007)
12498,Jodhaa Akbar,449994,58111,(2008)
14887,Zach Galifianakis: Live at the Purple Onion,804558,74152,(2006)
12433,First Sunday,486578,57522,(2008)
58576,Inuyasha the Movie: Affections Touching Across Time,322645,187025,(2001)
25827,The Boy Who Cried Werewolf,1451423,117420,(2010)
42149,The Boy Who Cried Werewolf,69820,153674,(1973)
14670,Guru,499375,73051,(2007)
56322,Guru,133826,182511,(1997)
66408,Guru,97466,202703,(1989)
60526,Whitney Cummings: Money Shot,1659261,190927,(2010)
13837,Welcome,1314280,69103,(2009)
42195,Welcome,488798,153766,(2007)
62620,Welcome,3811974,195119,(2015)
49178,Jim Gaffigan: King Baby,1390471,168172,(2009)
30353,Mike Birbiglia: What I Should Have Said Was Nothing,1188112,128918,(2008)
15809,Tony Manero,1223975,79916,(2008)
79615,A Lion in the House,492472,229225,(2006)
11894,Delta Farce,800003,53004,(2007)
32859,Phir Hera Pheri,419058,134334,(2006)
72011,Naruto Shippuden the Movie: The Lost Tower,1703048,214014,(2010)
29971,Kevin Hart: I'm a Grown Little Man,1420554,128089,(2009)
72019,Naruto Shippuden the Movie: Bonds,1160524,214030,(2008)
13842,Don,77451,69136,(1978)
21016,Don,461936,101640,(2006)
36986,Chup Chup Ke,464160,142833,(2006)
72020,Naruto Shippuden the Movie: The Will of Fire,1481363,214032,(2009)
42208,Fashion,964516,153792,(2008)
64562,Arahan,404777,199009,(2004)
10018,Whisky,331370,32902,(2004)
44396,Ajab Prem Ki Ghazab Kahani,1252596,158408,(2009)
77994,Doing Hard Time,427166,225982,(2004)
80787,Sir! No Sir!,469589,231569,(2005)
22328,Race,1017456,106064,(2008)
41362,Race,3499096,152071,(2016)
52959,Sivaji: The Boss,479751,175779,(2007)
57192,Interview with a Serial Killer,6978288,184255,(2008)
11388,G.O.R.A.,384116,48501,(2004)
40552,Guzaarish,1438298,150296,(2010)
15768,Raajneeti,1291465,79769,(2010)
42206,Jaane Tu... Ya Jaane Na,473367,153788,(2008)
7001,Accident,61328,7112,(1967)
33891,Jeff Dunham: Arguing with Myself,806102,136457,(2006)
15143,Chalte Chalte,346723,76269,(2003)
11362,Yuva,382383,48239,(2004)
32807,Wake Up Sid,1324059,134230,(2009)
33561,Awara Paagal Deewana,319020,135791,(2002)
50945,Kabhi Alvida Naa Kehna,449999,171737,(2006)
79867,The Blue Umbrella,457802,229729,(2005)
33908,Ishqiya,1345777,136491,(2010)
33071,I Hate Luv Storys,1667838,134781,(2010)
10374,Main Hoon Na,347473,36083,(2004)
13847,Billu,1230448,69187,(2009)
10730,Paheli,451850,42208,(2005)
33469,Rock On!!,1230165,135603,(2008)
57174,Break Ke Baad,1578261,184219,(2010)
33546,Kaminey,1274295,135761,(2009)
10446,Zozo,448267,37653,(2005)
16108,Luck by Chance,886539,81087,(2009)
48980,Trailer Park Boys: Say Goodnight to the Bad Guys,1324027,167776,(2008)
73534,Honeymoon Travels Pvt. Ltd.,808306,217063,(2007)
30674,Dhobi Ghat,1433810,129786,(2011)
58578,Inuyasha the Movie 4: Fire on the Mystic Island,473658,187029,(2004)
33910,Dev.D,1327035,136495,(2009)
16359,Karthik Calling Karthik,1373156,82097,(2010)
50783,Romantik Komedi,1587263,171413,(2010)
34216,Once Upon a Time in Mumbaai,1395054,137112,(2010)
15092,Delhi-6,1043451,76051,(2009)
58577,Inuyasha the Movie 3: Swords of an Honorable Ruler,396659,187027,(2003)
33445,Bluffmaster!,476527,135555,(2005)
42214,Golmaal Returns,1092005,153804,(2008)
45372,Oye Lucky! Lucky Oye!,1292703,160454,(2008)
41802,Kaal,415908,152978,(2005)
33564,Shootout at Lokhandwala,811066,135797,(2007)
57177,What's Your Raashee?,1242530,184225,(2009)
41804,Kyaa Kool Hai Hum,456500,152982,(2005)
31311,My Führer,780568,131138,(2007)
44794,Eternal Summer,3914324,159241,(2015)
49600,Eternal Summer,885520,169016,(2006)
33894,Jim Gaffigan: Beyond the Pale,815456,136463,(2006)
76455,Mumbai Meri Jaan,1266583,222905,(2008)
78480,Spookley the Square Pumpkin,426581,226954,(2004)
49653,Mukhsin,863091,169122,(2006)
37714,The Unjust,1843120,144362,(2010)
64788,The Trailer Park Boys Xmas Special,439856,199462,(2004)
16310,Linewatch,1047832,81927,(2008)
51972,We Are Family,4926822,173797,(2016)
60393,We Are Family,1428459,190661,(2010)
72432,We Are Family,1714920,214856,(2012)
34217,Love in a Puff,1602479,137114,(2010)
32809,Lakshya,323013,134234,(2004)
42312,Agyaat,1415252,154001,(2009)
21982,Vizontele,270053,104920,(2001)
45286,Do Dooni Chaar,1714832,160281,(2010)
52856,Welcome to Sajjanpur,1221139,175571,(2008)
16117,Peepli Live,1447508,81111,(2010)
39851,The Legend of Bhagat Singh,319736,148811,(2002)
41727,Ishq Vishk,362771,152828,(2003)
45696,Kismat Konnection,1105733,161105,(2008)
77922,Twins Mission,934949,225838,(2007)
34265,Salt of This Sea,1090680,137210,(2008)
36978,Apaharan,451631,142817,(2005)
41731,Gangaajal,373856,152836,(2003)
15350,Harishchandrachi Factory,1524539,77947,(2009)
27487,Sergio,1333656,122015,(2009)
73064,Sergio,8750570,216119,(2020)
13718,Aamir,1241195,68259,(2008)
77134,Connected,7979580,224264,(2020)
41749,Fida,422236,152872,(2004)
41751,Krishna Cottage,408976,152876,(2004)
14997,Under the Bombs,1094275,74748,(2007)
37700,Once a Gangster,1611840,144334,(2010)
15463,Chance Pe Dance,1392744,78410,(2010)
46663,Hattrick,979891,163046,(2007)
58413,Ezra,5892746,186699,(2017)
6908,Project X,93793,7019,(1987)
18911,Project X,1636826,93270,(2012)
43569,Project X,63465,156675,(1968)
20302,Zero Dark Thirty,1790885,98961,(2012)
18520,Mission: Impossible - Ghost Protocol,1229238,91630,(2011)
18207,Margin Call,1615147,90439,(2011)
20346,Django Unchained,1853728,99114,(2012)
38334,Les Misérables,39629,145638,(1948)
66305,Les Misérables,10199590,202497,(2019)
70786,Les Misérables,6586892,211560,(2017)
19873,Argo,1024648,97304,(2012)
53521,Argo,297741,176905,(2004)
17409,Kung Fu Panda 2,1302011,87222,(2011)
17959,Contagion,1598778,89470,(2011)
18489,Sherlock Holmes: A Game of Shadows,1515091,91542,(2011)
18575,Contraband,1524137,91842,(2012)
57493,Contraband,81081,184857,(1980)
12380,Savages,69226,56956,(1972)
19415,Savages,1615065,95583,(2012)
47469,Savages,72116,164671,(1974)
53143,Savages,933361,176149,(2006)
73700,Savages,114386,217395,(1995)
19180,Dark Shadows,1077368,94478,(2012)
2831,Total Recall,100802,2916,(1990)
19484,Total Recall,1386703,95875,(2012)
17294,Soul Surfer,1596346,86815,(2011)
12396,LOL,462392,57236,(2006)
19792,LOL,1592873,96975,(2012)
11661,Unknown,450340,51037,(2006)
16845,Unknown,1401152,84601,(2011)
20114,Rise of the Guardians,1446192,98243,(2012)
19986,Here Comes the Boom,1648179,97836,(2012)
17430,Everything Must Go,1531663,87298,(2010)
40443,Everything Must Go,131278,150078,(1996)
36679,Silenced,2070649,142184,(2011)
39059,Silenced,2827908,147126,(2014)
20070,Jackass 3.5,1753968,98083,(2011)
36939,The Rite,64897,142721,(1969)
7228,Quartet,82964,7339,(1981)
20368,Quartet,1441951,99220,(2012)
26047,Quartet,40335,117962,(1948)
18454,Arthur Christmas,1430607,91414,(2011)
17106,Hop,1411704,86059,(2011)
54352,Hop,298911,178567,(2002)
17009,Red Riding Hood,1486185,85397,(2011)
27876,Red Riding Hood,93831,122843,(1989)
28099,Red Riding Hood,385988,123320,(2006)
76868,Red Riding Hood,388365,223732,(2003)
20793,Escape from Planet Earth,765446,100611,(2013)
4356,Bully,242193,4450,(2001)
19108,Bully,1682181,94130,(2011)
71022,Bully,5741008,212032,(2018)
27338,Sebastian Maniscalco: What's Wrong with People?,2215489,121715,(2012)
18415,Singham,1948150,91241,(2011)
17984,Zindagi Na Milegi Dobara,1562872,89554,(2011)
62294,Sleepless Nights,6566600,194468,(2016)
24554,What About Dick?,2520808,113434,(2012)
20601,Middle of Nowhere,1211890,100038,(2012)
21173,Middle of Nowhere,1032817,102152,(2008)
26099,Donald Glover: Weirdo,2345525,118101,(2011)
17621,Delhi Belly,1934231,88069,(2011)
18921,Undefeated,1860355,93324,(2011)
81915,Undefeated,327951,233825,(2003)
20300,Barfi!,2082197,98956,(2012)
19630,6 Bullets,1975249,96496,(2012)
20333,7 Khoon Maaf,1629376,99061,(2011)
52809,Naruto Shippuden the Movie: Blood Prison,1999167,175477,(2011)
21899,Maria Bamford: The Special Special Special!,2546038,104644,(2012)
21507,Jim Gaffigan: Mr. Universe,2273321,103319,(2012)
31330,A Second Chance,3305316,131176,(2014)
81325,A Second Chance,8652636,232645,(2019)
23314,Big Time Movie,2163203,109345,(2012)
19031,Paan Singh Tomar,1620933,93782,(2010)
42386,Shor in the City,1916728,154154,(2011)
23245,Don 2,1285241,109093,(2011)
21420,Pyaar Ka Punchnama,1926313,103050,(2011)
22161,Talaash,1787988,105477,(2012)
24297,The Great Magician,1869721,112625,(2011)
71606,Arjun: The Warrior Prince,2404027,213203,(2012)
57961,Toll Booth,1753866,185795,(2011)
42388,No One Killed Jessica,1734110,154158,(2011)
36984,The Dirty Picture,1954206,142829,(2011)
40571,Rowdy Rathore,2077833,150334,(2012)
73525,Ek Main Aur Ekk Tu,1703958,217045,(2012)
84128,A Beautiful Life,1934335,238250,(2011)
66180,Mugamoodi,2367996,202247,(2012)
42389,Bodyguard,1729637,154160,(2011)
74702,Bodyguard,40178,219398,(1948)
77476,Material,1899240,224947,(2012)
52918,Kyaa Super Kool Hain Hum,2027138,175697,(2012)
33920,Jeff Dunham: Controlled Chaos,2058636,136515,(2011)
52850,Aiyyaa,2255934,175559,(2012)
45377,Tere Naal Love Ho Gaya,2130242,160464,(2012)
46171,Grandmaster,2345561,162058,(2012)
46580,26 Years,2551894,162880,(2012)
1376,Michael,117038,1409,(1996)
11216,Michael,15136,47135,(1924)
19894,Michael,1906426,97423,(2011)
71390,"All's Well, Ends Well",104553,212771,(1992)
20811,Heroine,1949548,100727,(2012)
61977,Lavell Crawford: Can a Brother Get Some Love?,2084872,193835,(2011)
33919,Jeff Dunham: Minding the Monsters,2461736,136513,(2012)
73493,Luv Shuv Tey Chicken Khurana,2186933,216981,(2012)
19734,Blood Money,1753521,96809,(2012)
46488,Blood Money,165628,162696,(1999)
54756,Blood Money,4594286,179375,(2017)
64432,Blood Money,94885,198749,(1988)
64575,Blood Money,3758852,199035,(2017)
33560,Shaitan,1836912,135789,(2011)
54598,Asmaa,1826603,179059,(2011)
77562,Blitz Patrollie,2336284,225119,(2012)
50056,Moshe Kasher: Live in Oakland,2229301,169928,(2012)
61110,Vettai,1956697,192099,(2012)
48558,Tom Papa: Live in New York City,1910649,166930,(2011)
56236,Zokkomon,1605790,182339,(2011)
68266,Phone Swap,2198109,206505,(2012)
81966,"Darling, Something's Wrong with Your Head",1670646,233927,(2011)
26018,Paddington,1109624,117887,(2014)
27107,It Follows,3235888,121231,(2014)
25638,The Imitation Game,2084970,116797,(2014)
7681,Rush,102820,8158,(1991)
21981,Rush,1979320,104913,(2013)
25149,Nightcrawler,2872718,115569,(2014)
25070,St. Vincent,2170593,115231,(2014)
24140,How to Train Your Dragon 2,1646971,112175,(2014)
22704,Oldboy,1321511,107314,(2013)
26412,Big Eyes,1126590,118985,(2014)
23989,Begin Again,1980929,111622,(2013)
21092,42,453562,101895,(2013)
20941,Olympus Has Fallen,2302755,101362,(2013)
20822,Dark Skies,2387433,100810,(2013)
21708,Blue Jasmine,2334873,103980,(2013)
21979,Insidious: Chapter 2,2226417,104908,(2013)
10612,Creep,381966,40617,(2004)
33963,Creep,2428170,136602,(2014)
23483,Barefoot,2355495,109853,(2014)
62317,Barefoot,5785056,194514,(2017)
22558,Mandela: Long Walk to Freedom,2304771,106839,(2013)
32612,The Green Inferno,2403021,133832,(2014)
21862,Empire State,2171867,104518,(2013)
26000,Penguins of Madagascar,1911658,117851,(2014)
77965,The Call,12971924,225924,(2020)
80094,The Call,10530176,230183,(2020)
22448,Philomena,2431286,106438,(2013)
36608,Redemption,3123116,142038,(2013)
72575,Redemption,5621712,215141,(2020)
73350,Redemption,2201886,216695,(2013)
75747,Redemption,8870574,221490,(2019)
26568,Seventh Son,1121096,119655,(2014)
61983,The Butler,6712374,193847,(2018)
20503,Texas Chainsaw 3D,1572315,99721,(2013)
22158,Cloudy with a Chance of Meatballs 2,1985966,105468,(2013)
22088,Metallica: Through the Never,2172935,105248,(2013)
23480,Mr. Peabody & Sherman,864835,109846,(2014)
23521,Shrek the Musical,3070936,109965,(2013)
24485,Get on Up,2473602,113207,(2014)
23920,Walk of Shame,2463288,111375,(2014)
26124,Cowspiracy: The Sustainability Secret,3302820,118202,(2014)
23110,"I, Frankenstein",1418377,108689,(2014)
26712,PK,2338151,120138,(2014)
26388,Bill Burr: I'm Sorry You Feel That Way,3823690,118930,(2014)
25224,Copenhagen,2459156,115828,(2014)
21574,Thanks for Sharing,1932718,103541,(2012)
33602,Queen,3322420,135875,(2014)
25818,Virunga,3455224,117364,(2014)
25029,Jackass Presents: Bad Grandpa .5,3766424,115071,(2014)
30350,Mike Birbiglia: My Girlfriend's Boyfriend,2937390,128912,(2013)
30485,Effie Gray,1605798,129299,(2014)
18595,Elena,1925421,91902,(2011)
44318,Elena,2475154,158252,(2013)
25284,Haider,3390572,115973,(2014)
23351,Omar,2852406,109452,(2013)
30351,Tom Segura: Completely Normal,3500822,128914,(2014)
21490,We Steal Secrets: The Story of WikiLeaks,1824254,103275,(2013)
33995,Search Party,2758904,136666,(2014)
30797,Stand by Me Doraemon,3331846,130034,(2014)
51672,The Square,4995790,173197,(2017)
42541,2 States,2372678,154470,(2014)
63439,Highway,165361,196761,(2002)
67472,Jinxed,2934844,204842,(2013)
63405,Dragons: Dawn Of The Dragon Racers,4191768,196693,(2014)
39055,Ralphie May: Imperfectly Yours,3216296,147118,(2013)
39495,Mary Kom,3001638,148070,(2014)
32638,"The Other One: The Long, Strange Trip of Bob Weir",3692768,133885,(2014)
56756,Fukrey,2806788,183383,(2013)
22387,Free Birds,1621039,106240,(2013)
46562,Race 2,1375789,162844,(2013)
75251,LEGO Marvel Super Heroes: Maximum Overload,3322904,220498,(2013)
27148,The Berlin File,2357377,121314,(2013)
67651,Monty Python: The Meaning of Live,4256544,205259,(2014)
47407,Imperial Dreams,3331028,164544,(2014)
33460,Pizza,2585562,135585,(2012)
40190,Pizza,376827,149536,(2005)
42479,Boss,2571140,154346,(2013)
33277,Madras Cafe,2855648,135204,(2013)
32545,Ankhon Dekhi,3614516,133695,(2014)
23439,Kai Po Che!,2213054,109728,(2013)
59341,Anjaan,3563156,188555,(2014)
37838,Blind Detective,2332707,144612,(2013)
79416,Satyagraha,2275802,228827,(2013)
70395,Buddies,88864,210777,(1985)
40574,Khoobsurat,3554418,150340,(2014)
40306,Bride for Rent,3469386,149774,(2014)
52449,Selfie,6597454,174755,(2017)
57265,Selfie,6260342,184401,(2018)
68694,Selfie,9479138,207369,(2019)
32857,Bombay Talkies,2797242,134330,(2013)
57162,Humpty Sharma Ki Dulhania,3678938,184195,(2014)
33270,Mission Blue,2004304,135190,(2014)
21826,Chennai Express,2112124,104379,(2013)
45374,Saheb Biwi Aur Gangster Returns,2362778,160458,(2013)
42536,Raja Natwarlal,3483712,154460,(2014)
44681,My Beautiful Broken Brain,3815136,159000,(2016)
23932,Jim Gaffigan: Obsessed,3481550,111436,(2014)
33918,Jeff Dunham: All Over the Map,4209802,136511,(2014)
46792,Eyes of a Thief,2993406,163304,(2014)
26766,Miss Granny,3516378,120301,(2014)
22377,Aziz Ansari: Buried Alive,2836450,106220,(2013)
29187,Print the Legend,3557464,125537,(2014)
38097,The Butterfly's Dream,2608224,145132,(2013)
43278,Tea Time,4147684,156023,(2014)
23076,Mitt,1757800,108571,(2014)
48984,Trailer Park Boys - Live in F**kin' Dublin,3580052,167784,(2014)
57167,Ungli,2392447,184205,(2014)
54005,When Love Happens,4094916,177873,(2014)
